line,tail_family,group_family,rank,n,total_E,coverage_mean,coverage_median,coverage_p10,coverage_p25,coverage_p75,coverage_p90,coverage_min,coverage_max,tail_mean,tail_median,tail_p90,weighted_coverage,weighted_tail,max_weighted_tail,energy_coverage_mean,energy_coverage_median,energy_coverage_p10,energy_coverage_p90,energy_coverage_min,energy_coverage_max,energy_weighted_coverage,energy_weighted_tail,coverage_gap_e_minus_c_mean,coverage_gap_e_minus_c_weighted
42,w3,mlp_in,96,24,3.367255720696941,0.06401930004358292,0.054797783493995667,0.05311917252838611,0.05345322657376528,0.05550467036664486,0.06704473495483398,0.052537329494953156,0.21454650163650513,0.9359806999564171,0.9452022165060043,0.9468808274716138,0.0598786851116512,0.9401213148883488,0.1577020819371028,0.06413943429167072,0.05349458567798138,0.05313523709774018,0.06438503675162792,0.05289875343441963,0.23882505297660828,0.059678252148577075,0.9403217478514226,0.00012013424808780815,-0.00020043296307412778
42,w3,mlp_in,128,24,3.367255720696941,0.08099452685564756,0.07171693444252014,0.06975051164627075,0.07052207179367542,0.07268695160746574,0.08431234955787659,0.06917279213666916,0.2299427092075348,0.9190054731443524,0.9282830655574799,0.9302494883537293,0.07687476596057995,0.9231252340394202,0.15489007421113032,0.08102258418997128,0.07041313871741295,0.06995351687073707,0.08274973407387733,0.06965135782957077,0.25347900390625,0.07656188650156048,0.9234381134984395,2.8057334323719485e-05,-0.00031287945901946335
42,wqkv,attn_in,16,32,1.7197949214238923,0.0628238070057705,0.03858830966055393,0.022451899759471417,0.02459164522588253,0.05846884660422802,0.07345762103796008,0.019783077761530876,0.5904056429862976,0.9371761929942295,0.9614116903394461,0.9775481002405285,0.03724199444753812,0.962758005552462,0.0818851622828339,0.028074278467101976,0.01904361043125391,0.014884726051241158,0.02525614891201258,0.01417344156652689,0.2729471027851105,0.01905295990158836,0.9809470400984116,-0.03474952853866853,-0.018189034545949757
42,wqkv,attn_in,32,32,1.7197949214238923,0.08820614055730402,0.061853207647800446,0.04108386784791947,0.04258520435541868,0.08231910318136215,0.09997290223836901,0.034867044538259506,0.6928519606590271,0.911793859442696,0.9381467923521996,0.9589161321520806,0.05801757808727091,0.941982421912729,0.0802598760852888,0.047137161483988166,0.03550498187541962,0.028717404417693614,0.044972105696797375,0.027543695643544197,0.34960120916366577,0.035611733127572875,0.9643882668724268,-0.04106897907331586,-0.022405844959698037
42,wqkv,attn_in,48,32,1.7197949214238923,0.109340432099998,0.08005653694272041,0.05608880110085011,0.06110218074172735,0.1031854972243309,0.12097824439406395,0.04961593821644783,0.7489319443702698,0.890659567900002,0.9199434630572796,0.94391119889915,0.07688582705324748,0.9231141729467522,0.07895110886953607,0.06448450719472021,0.051184361800551414,0.0419919591397047,0.06531142666935921,0.040555115789175034,0.4025368392467499,0.05128942124928928,0.9487105787507105,-0.04485592490527779,-0.0255964058039582
42,wqkv,attn_in,64,32,1.7197949214238923,0.12782502407208085,0.09733135253190994,0.07168986573815346,0.0768208522349596,0.1215515099465847,0.14226777851581576,0.06361553072929382,0.7826308608055115,0.8721749759279191,0.9026686474680901,0.9283101342618466,0.09399725937982643,0.9060027406201738,0.07770357180082524,0.0808168901130557,0.06626997515559196,0.05493040978908539,0.084686828404665,0.053269755095243454,0.4451718032360077,0.06633064234415297,0.9336693576558469,-0.047008133959025145,-0.02766661703567347
42,wqkv,attn_in,96,32,1.7197949214238923,0.16120904008857906,0.12891321629285812,0.10059868246316911,0.10869174264371395,0.1559213623404503,0.17869875878095628,0.08942344784736633,0.8264699578285217,0.8387909599114209,0.8710867837071419,0.8994013175368308,0.1258246669085103,0.8741753330914896,0.07529568043744568,0.11136280256323516,0.09495846927165985,0.07995692193508147,0.11933252140879631,0.07793691009283066,0.5125837326049805,0.09494388227107253,0.9050561177289274,-0.049846237525343895,-0.030880784637437764
42,wqkv,attn_in,128,32,1.7197949214238923,0.1910065207630396,0.15842365473508835,0.12694349884986877,0.13652340695261955,0.1863250620663166,0.20908739864826204,0.11508335918188095,0.8549713492393494,0.8089934792369604,0.8415763452649117,0.8730565011501312,0.15478469642934325,0.8452153035706566,0.07306425083731503,0.13980319048278034,0.12212225422263145,0.10403414815664291,0.15273372530937196,0.10173296183347702,0.5657511949539185,0.12197760271658976,0.8780223972834099,-0.05120333028025925,-0.03280709371275349
42,wo,attn_out,16,0,1.8830422032255925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,wo,attn_out,32,0,1.8830422032255925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,wo,attn_out,48,0,1.8830422032255925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,wo,attn_out,64,0,1.8830422032255925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,wo,attn_out,96,0,1.8830422032255925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42,wo,attn_out,128,0,1.8830422032255925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
